"CandidateId","CandidateName","TOTAL_VOTES","Party","WriteInVote","LocalityCode","LocalityName","PrecinctId","PrecinctName","DistrictId","DistrictType","DistrictName","OfficeId","OfficeTitle","ElectionId","ElectionType","ElectionDate","ElectionName","NumberOfSeats"
"cs9","Nikki R. Haley","72","Republican","0","590","DANVILLE CITY","0017","017 - WARD SEVENTEEN","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs8","Ron D. DeSantis","2","Republican","0","590","DANVILLE CITY","0017","017 - WARD SEVENTEEN","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs5","Ryan L. Binkley","1","Republican","0","590","DANVILLE CITY","0017","017 - WARD SEVENTEEN","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs6","Vivek Ramaswamy","0","Republican","0","590","DANVILLE CITY","0017","017 - WARD SEVENTEEN","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs4","Chris Christie","0","Republican","0","590","DANVILLE CITY","DANVILLE CITY PROVISIONALS","DANVILLE CITY PROVISIONALS","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs7","Donald J. Trump","4","Republican","0","590","DANVILLE CITY","DANVILLE CITY PROVISIONALS","DANVILLE CITY PROVISIONALS","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs9","Nikki R. Haley","0","Republican","0","590","DANVILLE CITY","DANVILLE CITY PROVISIONALS","DANVILLE CITY PROVISIONALS","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs8","Ron D. DeSantis","0","Republican","0","590","DANVILLE CITY","DANVILLE CITY PROVISIONALS","DANVILLE CITY PROVISIONALS","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs5","Ryan L. Binkley","0","Republican","0","590","DANVILLE CITY","DANVILLE CITY PROVISIONALS","DANVILLE CITY PROVISIONALS","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs6","Vivek Ramaswamy","0","Republican","0","590","DANVILLE CITY","DANVILLE CITY PROVISIONALS","DANVILLE CITY PROVISIONALS","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs4","Chris Christie","0","Republican","0","051","DICKENSON COUNTY","0101","101 - SOUTH CLINTWOOD","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs7","Donald J. Trump","142","Republican","0","051","DICKENSON COUNTY","0101","101 - SOUTH CLINTWOOD","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs9","Nikki R. Haley","12","Republican","0","051","DICKENSON COUNTY","0101","101 - SOUTH CLINTWOOD","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs8","Ron D. DeSantis","3","Republican","0","051","DICKENSON COUNTY","0101","101 - SOUTH CLINTWOOD","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs5","Ryan L. Binkley","1","Republican","0","051","DICKENSON COUNTY","0101","101 - SOUTH CLINTWOOD","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs6","Vivek Ramaswamy","0","Republican","0","051","DICKENSON COUNTY","0101","101 - SOUTH CLINTWOOD","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs4","Chris Christie","0","Republican","0","051","DICKENSON COUNTY","0201","201 - NORA","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs7","Donald J. Trump","58","Republican","0","051","DICKENSON COUNTY","0201","201 - NORA","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs9","Nikki R. Haley","4","Republican","0","051","DICKENSON COUNTY","0201","201 - NORA","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs8","Ron D. DeSantis","1","Republican","0","051","DICKENSON COUNTY","0201","201 - NORA","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs5","Ryan L. Binkley","0","Republican","0","051","DICKENSON COUNTY","0201","201 - NORA","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs6","Vivek Ramaswamy","0","Republican","0","051","DICKENSON COUNTY","0201","201 - NORA","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs4","Chris Christie","0","Republican","0","051","DICKENSON COUNTY","0202","202 - FRYING PAN","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs7","Donald J. Trump","21","Republican","0","051","DICKENSON COUNTY","0202","202 - FRYING PAN","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs9","Nikki R. Haley","5","Republican","0","051","DICKENSON COUNTY","0202","202 - FRYING PAN","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs8","Ron D. DeSantis","0","Republican","0","051","DICKENSON COUNTY","0202","202 - FRYING PAN","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs5","Ryan L. Binkley","0","Republican","0","051","DICKENSON COUNTY","0202","202 - FRYING PAN","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs6","Vivek Ramaswamy","0","Republican","0","051","DICKENSON COUNTY","0202","202 - FRYING PAN","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs4","Chris Christie","0","Republican","0","051","DICKENSON COUNTY","0203","203 - CLINCHCO","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs7","Donald J. Trump","55","Republican","0","051","DICKENSON COUNTY","0203","203 - CLINCHCO","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs9","Nikki R. Haley","2","Republican","0","051","DICKENSON COUNTY","0203","203 - CLINCHCO","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs8","Ron D. DeSantis","0","Republican","0","051","DICKENSON COUNTY","0203","203 - CLINCHCO","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs5","Ryan L. Binkley","0","Republican","0","051","DICKENSON COUNTY","0203","203 - CLINCHCO","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs6","Vivek Ramaswamy","0","Republican","0","051","DICKENSON COUNTY","0203","203 - CLINCHCO","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs4","Chris Christie","0","Republican","0","051","DICKENSON COUNTY","0301","301 - WEST DANTE","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs7","Donald J. Trump","46","Republican","0","051","DICKENSON COUNTY","0301","301 - WEST DANTE","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs9","Nikki R. Haley","2","Republican","0","051","DICKENSON COUNTY","0301","301 - WEST DANTE","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs8","Ron D. DeSantis","0","Republican","0","051","DICKENSON COUNTY","0301","301 - WEST DANTE","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs5","Ryan L. Binkley","0","Republican","0","051","DICKENSON COUNTY","0301","301 - WEST DANTE","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs6","Vivek Ramaswamy","0","Republican","0","051","DICKENSON COUNTY","0301","301 - WEST DANTE","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs4","Chris Christie","0","Republican","0","051","DICKENSON COUNTY","0302","302 - HERALD","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs7","Donald J. Trump","74","Republican","0","051","DICKENSON COUNTY","0302","302 - HERALD","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs9","Nikki R. Haley","1","Republican","0","051","DICKENSON COUNTY","0302","302 - HERALD","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs8","Ron D. DeSantis","0","Republican","0","051","DICKENSON COUNTY","0302","302 - HERALD","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs5","Ryan L. Binkley","0","Republican","0","051","DICKENSON COUNTY","0302","302 - HERALD","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs6","Vivek Ramaswamy","1","Republican","0","051","DICKENSON COUNTY","0302","302 - HERALD","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs4","Chris Christie","0","Republican","0","051","DICKENSON COUNTY","0303","303 - RIDGE","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs7","Donald J. Trump","33","Republican","0","051","DICKENSON COUNTY","0303","303 - RIDGE","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs9","Nikki R. Haley","9","Republican","0","051","DICKENSON COUNTY","0303","303 - RIDGE","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs8","Ron D. DeSantis","0","Republican","0","051","DICKENSON COUNTY","0303","303 - RIDGE","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs5","Ryan L. Binkley","0","Republican","0","051","DICKENSON COUNTY","0303","303 - RIDGE","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs6","Vivek Ramaswamy","0","Republican","0","051","DICKENSON COUNTY","0303","303 - RIDGE","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs4","Chris Christie","0","Republican","0","051","DICKENSON COUNTY","0304","304 - LONGS FORK","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs7","Donald J. Trump","63","Republican","0","051","DICKENSON COUNTY","0304","304 - LONGS FORK","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs9","Nikki R. Haley","1","Republican","0","051","DICKENSON COUNTY","0304","304 - LONGS FORK","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs8","Ron D. DeSantis","0","Republican","0","051","DICKENSON COUNTY","0304","304 - LONGS FORK","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs5","Ryan L. Binkley","0","Republican","0","051","DICKENSON COUNTY","0304","304 - LONGS FORK","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs6","Vivek Ramaswamy","0","Republican","0","051","DICKENSON COUNTY","0304","304 - LONGS FORK","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs4","Chris Christie","0","Republican","0","051","DICKENSON COUNTY","0401","401 - HAYSI-COLLEY","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs7","Donald J. Trump","106","Republican","0","051","DICKENSON COUNTY","0401","401 - HAYSI-COLLEY","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs9","Nikki R. Haley","8","Republican","0","051","DICKENSON COUNTY","0401","401 - HAYSI-COLLEY","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs8","Ron D. DeSantis","0","Republican","0","051","DICKENSON COUNTY","0401","401 - HAYSI-COLLEY","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs5","Ryan L. Binkley","0","Republican","0","051","DICKENSON COUNTY","0401","401 - HAYSI-COLLEY","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs6","Vivek Ramaswamy","0","Republican","0","051","DICKENSON COUNTY","0401","401 - HAYSI-COLLEY","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs4","Chris Christie","0","Republican","0","051","DICKENSON COUNTY","0501","501 - TARPON","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs7","Donald J. Trump","33","Republican","0","051","DICKENSON COUNTY","0501","501 - TARPON","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs9","Nikki R. Haley","1","Republican","0","051","DICKENSON COUNTY","0501","501 - TARPON","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs8","Ron D. DeSantis","0","Republican","0","051","DICKENSON COUNTY","0501","501 - TARPON","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs5","Ryan L. Binkley","0","Republican","0","051","DICKENSON COUNTY","0501","501 - TARPON","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs6","Vivek Ramaswamy","0","Republican","0","051","DICKENSON COUNTY","0501","501 - TARPON","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs4","Chris Christie","0","Republican","0","051","DICKENSON COUNTY","0502","502 - NORTH CLINTWOOD","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs7","Donald J. Trump","121","Republican","0","051","DICKENSON COUNTY","0502","502 - NORTH CLINTWOOD","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs9","Nikki R. Haley","9","Republican","0","051","DICKENSON COUNTY","0502","502 - NORTH CLINTWOOD","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs8","Ron D. DeSantis","1","Republican","0","051","DICKENSON COUNTY","0502","502 - NORTH CLINTWOOD","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs5","Ryan L. Binkley","0","Republican","0","051","DICKENSON COUNTY","0502","502 - NORTH CLINTWOOD","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs6","Vivek Ramaswamy","0","Republican","0","051","DICKENSON COUNTY","0502","502 - NORTH CLINTWOOD","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs4","Chris Christie","0","Republican","0","051","DICKENSON COUNTY","DICKENSON COUNTY PROVISIONALS","DICKENSON COUNTY PROVISIONALS","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs7","Donald J. Trump","0","Republican","0","051","DICKENSON COUNTY","DICKENSON COUNTY PROVISIONALS","DICKENSON COUNTY PROVISIONALS","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs9","Nikki R. Haley","1","Republican","0","051","DICKENSON COUNTY","DICKENSON COUNTY PROVISIONALS","DICKENSON COUNTY PROVISIONALS","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs8","Ron D. DeSantis","0","Republican","0","051","DICKENSON COUNTY","DICKENSON COUNTY PROVISIONALS","DICKENSON COUNTY PROVISIONALS","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs5","Ryan L. Binkley","0","Republican","0","051","DICKENSON COUNTY","DICKENSON COUNTY PROVISIONALS","DICKENSON COUNTY PROVISIONALS","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs6","Vivek Ramaswamy","0","Republican","0","051","DICKENSON COUNTY","DICKENSON COUNTY PROVISIONALS","DICKENSON COUNTY PROVISIONALS","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs4","Chris Christie","0","Republican","0","053","DINWIDDIE COUNTY","0101","101 - WHITE OAK","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs7","Donald J. Trump","125","Republican","0","053","DINWIDDIE COUNTY","0101","101 - WHITE OAK","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs9","Nikki R. Haley","13","Republican","0","053","DINWIDDIE COUNTY","0101","101 - WHITE OAK","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs8","Ron D. DeSantis","0","Republican","0","053","DINWIDDIE COUNTY","0101","101 - WHITE OAK","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs5","Ryan L. Binkley","0","Republican","0","053","DINWIDDIE COUNTY","0101","101 - WHITE OAK","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs6","Vivek Ramaswamy","0","Republican","0","053","DINWIDDIE COUNTY","0101","101 - WHITE OAK","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs4","Chris Christie","0","Republican","0","053","DINWIDDIE COUNTY","0102","102 - ROCKY RUN","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs7","Donald J. Trump","197","Republican","0","053","DINWIDDIE COUNTY","0102","102 - ROCKY RUN","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs9","Nikki R. Haley","19","Republican","0","053","DINWIDDIE COUNTY","0102","102 - ROCKY RUN","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs8","Ron D. DeSantis","1","Republican","0","053","DINWIDDIE COUNTY","0102","102 - ROCKY RUN","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs5","Ryan L. Binkley","0","Republican","0","053","DINWIDDIE COUNTY","0102","102 - ROCKY RUN","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs6","Vivek Ramaswamy","1","Republican","0","053","DINWIDDIE COUNTY","0102","102 - ROCKY RUN","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs4","Chris Christie","0","Republican","0","053","DINWIDDIE COUNTY","0103","103 - CHURCH ROAD","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs7","Donald J. Trump","315","Republican","0","053","DINWIDDIE COUNTY","0103","103 - CHURCH ROAD","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs9","Nikki R. Haley","31","Republican","0","053","DINWIDDIE COUNTY","0103","103 - CHURCH ROAD","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs8","Ron D. DeSantis","2","Republican","0","053","DINWIDDIE COUNTY","0103","103 - CHURCH ROAD","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs5","Ryan L. Binkley","0","Republican","0","053","DINWIDDIE COUNTY","0103","103 - CHURCH ROAD","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs6","Vivek Ramaswamy","0","Republican","0","053","DINWIDDIE COUNTY","0103","103 - CHURCH ROAD","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs4","Chris Christie","1","Republican","0","053","DINWIDDIE COUNTY","0201","201 - ROHOIC","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs7","Donald J. Trump","76","Republican","0","053","DINWIDDIE COUNTY","0201","201 - ROHOIC","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs9","Nikki R. Haley","25","Republican","0","053","DINWIDDIE COUNTY","0201","201 - ROHOIC","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs8","Ron D. DeSantis","0","Republican","0","053","DINWIDDIE COUNTY","0201","201 - ROHOIC","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs5","Ryan L. Binkley","0","Republican","0","053","DINWIDDIE COUNTY","0201","201 - ROHOIC","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs6","Vivek Ramaswamy","1","Republican","0","053","DINWIDDIE COUNTY","0201","201 - ROHOIC","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs4","Chris Christie","0","Republican","0","053","DINWIDDIE COUNTY","0202","202 - SUTHERLAND","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs7","Donald J. Trump","331","Republican","0","053","DINWIDDIE COUNTY","0202","202 - SUTHERLAND","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs9","Nikki R. Haley","74","Republican","0","053","DINWIDDIE COUNTY","0202","202 - SUTHERLAND","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs8","Ron D. DeSantis","1","Republican","0","053","DINWIDDIE COUNTY","0202","202 - SUTHERLAND","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs5","Ryan L. Binkley","0","Republican","0","053","DINWIDDIE COUNTY","0202","202 - SUTHERLAND","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs6","Vivek Ramaswamy","0","Republican","0","053","DINWIDDIE COUNTY","0202","202 - SUTHERLAND","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs4","Chris Christie","2","Republican","0","053","DINWIDDIE COUNTY","0301","301 - REAMS","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs7","Donald J. Trump","126","Republican","0","053","DINWIDDIE COUNTY","0301","301 - REAMS","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs9","Nikki R. Haley","24","Republican","0","053","DINWIDDIE COUNTY","0301","301 - REAMS","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs8","Ron D. DeSantis","1","Republican","0","053","DINWIDDIE COUNTY","0301","301 - REAMS","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs5","Ryan L. Binkley","0","Republican","0","053","DINWIDDIE COUNTY","0301","301 - REAMS","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs6","Vivek Ramaswamy","0","Republican","0","053","DINWIDDIE COUNTY","0301","301 - REAMS","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs4","Chris Christie","2","Republican","0","053","DINWIDDIE COUNTY","0302","302 - NEW HOPE","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs7","Donald J. Trump","160","Republican","0","053","DINWIDDIE COUNTY","0302","302 - NEW HOPE","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs9","Nikki R. Haley","19","Republican","0","053","DINWIDDIE COUNTY","0302","302 - NEW HOPE","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs8","Ron D. DeSantis","2","Republican","0","053","DINWIDDIE COUNTY","0302","302 - NEW HOPE","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs5","Ryan L. Binkley","0","Republican","0","053","DINWIDDIE COUNTY","0302","302 - NEW HOPE","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs6","Vivek Ramaswamy","1","Republican","0","053","DINWIDDIE COUNTY","0302","302 - NEW HOPE","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs4","Chris Christie","2","Republican","0","053","DINWIDDIE COUNTY","0303","303 - LITTLE ZION","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs7","Donald J. Trump","204","Republican","0","053","DINWIDDIE COUNTY","0303","303 - LITTLE ZION","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs9","Nikki R. Haley","15","Republican","0","053","DINWIDDIE COUNTY","0303","303 - LITTLE ZION","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs8","Ron D. DeSantis","0","Republican","0","053","DINWIDDIE COUNTY","0303","303 - LITTLE ZION","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs5","Ryan L. Binkley","1","Republican","0","053","DINWIDDIE COUNTY","0303","303 - LITTLE ZION","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs6","Vivek Ramaswamy","0","Republican","0","053","DINWIDDIE COUNTY","0303","303 - LITTLE ZION","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs4","Chris Christie","0","Republican","0","053","DINWIDDIE COUNTY","0401","401 - DINWIDDIE","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs7","Donald J. Trump","232","Republican","0","053","DINWIDDIE COUNTY","0401","401 - DINWIDDIE","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs9","Nikki R. Haley","41","Republican","0","053","DINWIDDIE COUNTY","0401","401 - DINWIDDIE","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs8","Ron D. DeSantis","1","Republican","0","053","DINWIDDIE COUNTY","0401","401 - DINWIDDIE","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs5","Ryan L. Binkley","0","Republican","0","053","DINWIDDIE COUNTY","0401","401 - DINWIDDIE","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs6","Vivek Ramaswamy","0","Republican","0","053","DINWIDDIE COUNTY","0401","401 - DINWIDDIE","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs4","Chris Christie","1","Republican","0","053","DINWIDDIE COUNTY","0402","402 - MCKENNEY","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs7","Donald J. Trump","158","Republican","0","053","DINWIDDIE COUNTY","0402","402 - MCKENNEY","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs9","Nikki R. Haley","24","Republican","0","053","DINWIDDIE COUNTY","0402","402 - MCKENNEY","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs8","Ron D. DeSantis","0","Republican","0","053","DINWIDDIE COUNTY","0402","402 - MCKENNEY","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs5","Ryan L. Binkley","1","Republican","0","053","DINWIDDIE COUNTY","0402","402 - MCKENNEY","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
